Now: 20/12/2023 15:40:44
Battery Level: 1.5V
MiniCTD: S/N 58934
Site info: 2023_SAMAO_19DIC
Calibrated: 22/02/2017
Latitude: 21.361392
Mode: M1
Tare: 9.2214
Pressure units: dBar
time	Pressure	Temperature	Conductivity	Salinity	Density
2023-12-20 16:10:52	53.151	22.628	1.606	0.8501954268670193	998.5139899088136
2023-12-20 16:10:53	53.342	22.63	1.607	0.8507104738943853	998.5147749089831
2023-12-20 16:10:54	53.632	22.631	1.609	0.851797868943414	998.516677488253
2023-12-20 16:10:55	54.117	22.633	1.613	0.8539736219704199	998.5200527516419
2023-12-20 16:10:56	54.221	22.638	1.618	0.8566507097005699	998.5213746435772
2023-12-20 16:10:57	54.448	22.64	1.633	0.8649311207720564	998.5282046459475
2023-12-20 16:10:58	54.608	22.643	1.642	0.8698664479329502	998.5319614062628
2023-12-20 16:10:59	54.956	22.645	1.648	0.8731549983051322	998.5355581058333
2023-12-20 16:11:00	55.264	22.647	1.655	0.8769995993632581	998.5393945935928
2023-12-20 16:11:01	55.319	22.649	1.655	0.8769602652751336	998.539142741392
2023-12-20 16:11:02	55.378	22.65	1.638	0.8675050389951592	998.5320126577185
2023-12-20 16:11:03	55.407	22.65	1.634	0.8652856100634613	998.5304629487415
2023-12-20 16:11:04	55.411	22.651	1.63	0.8630476626600329	998.5285502735125
2023-12-20 16:11:05	55.438	22.652	1.628	0.8619190907632465	998.5275821155809
2023-12-20 16:11:06	55.473	22.654	1.603	0.8480232314811724	998.5167435915503
2023-12-20 16:11:07	55.493	22.656	1.602	0.8474315496794903	998.5159146940516
2023-12-20 16:11:08	55.501	22.656	1.601	0.8468775113117828	998.5155312649522
2023-12-20 16:11:09	55.525	22.658	1.597	0.8446242894901754	998.5134618505659
2023-12-20 16:11:10	55.528	22.658	1.596	0.8440704310851808	998.5130558989869
2023-12-20 16:11:11	55.53	22.66	1.595	0.8434792957075363	998.5121457815032
2023-12-20 16:11:12	55.534	22.662	1.591	0.8412271355816017	998.5099864713823
2023-12-20 16:11:13	55.548	22.661	1.589	0.840138309861303	998.5094608432285
2023-12-20 16:11:14	55.555	22.662	1.589	0.8401196693410811	998.5092427243278
2023-12-20 16:11:15	55.552	22.664	1.588	0.8395289622970249	998.5083102059189
2023-12-20 16:11:16	55.552	22.664	1.587	0.8389754034808021	998.5078908855924
2023-12-20 16:11:17	55.551	22.665	1.588	0.8395104081699376	998.5080558734822
2023-12-20 16:11:18	55.554	22.666	1.587	0.8389382848871301	998.5074003298521
2023-12-20 16:11:19	55.552	22.668	1.587	0.83890120497471	998.5068916391945
2023-12-20 16:11:20	55.552	22.668	1.587	0.83890120497471	998.5068916391945
2023-12-20 16:11:21	55.55	22.668	1.587	0.8389012229123695	998.5068825903255
2023-12-20 16:11:22	55.552	22.669	1.587	0.8388826570995969	998.5066418044236
2023-12-20 16:11:23	55.551	22.67	1.587	0.8388641188929211	998.5063874359766
2023-12-20 16:11:24	55.549	22.67	1.586	0.838310674564104	998.5059591443571
2023-12-20 16:11:25	55.545	22.67	1.585	0.8377572701556036	998.5055218197742
2023-12-20 16:11:26	55.546	22.672	1.585	0.8377202186344088	998.5050266695579
2023-12-20 16:11:27	55.547	22.672	1.585	0.837720209679288	998.5050311939556
2023-12-20 16:11:28	55.545	22.672	1.584	0.8371668342182873	998.5046029547068
2023-12-20 16:11:29	55.545	22.673	1.584	0.8371483264050146	998.5043531137661
